Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR23872596,2024-05-01 07:18:45,2023-03-17 12:19:24,13495134,4291452612,13495134,318,1252,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR023/23872/SRR23872596/SRR23872596.lite.1,SRX19684647,TZB,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP427514,PRJNA944918,,944918,SRS17053977,SAMN33764824,simple,749907,sediment metagenome,TezpurPTM_Brahmaputra,,,,,,,no,,,,,ICAR-CENTRAL INLAND FISHERIES RESEARCH INSTITUTE,SRA1605163,,public,4813FEE222C63D4BB25BF453F38E38E4,F08B0B650B471FE4B62B97E7FFC87CA7
